gene	rank	delta_connectivity	tumor_connectivity	normal_connectivity	gene_type	description	cancer_relevance
ENSG00000109787.13|KLF3	125	711.682992	3856.709593	3145.026601	unknown	Enables sequence-specific double-stranded DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000168542.16|COL3A1	126	710.098561	2543.699175	1833.600615	unknown	This gene encodes the pro-alpha1 chains of type III collagen, a fibrillar collagen that is found in extensible connective tissues such as skin, lung, uterus, intestine and the vascular system, frequently in association with type I collagen. Mutations in this gene are associated with Ehlers-Danlos syndrome type IV, and with aortic and arterial aneurysms. [provided by R. Dalgleish, Feb 2008].	non_cancer
ENSG00000038427.16|VCAN	127	710.028601	3000.371296	2290.342695	unknown	This gene is a member of the aggrecan/versican proteoglycan family. The protein encoded is a large chondroitin sulfate proteoglycan and is a major component of the extracellular matrix. This protein is involved in cell adhesion, proliferation, proliferation, migration and angiogenesis and plays a central role in tissue morphogenesis and maintenance. Mutations in this gene are the cause of Wagner syndrome type 1. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2009].	non_cancer
ENSG00000253159.3|PCDHGA12	128	709.280300	2935.773303	2226.493003	unknown	This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000100764.14|PSMC1	129	707.348209	2854.127709	2146.779501	unknown	The 26S proteasome is a multicatalytic proteinase complex with a highly ordered structure composed of 2 complexes, a 20S core and a 19S regulator. The 20S core is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. The 19S regulator is composed of a base, which contains 6 ATPase subunits and 2 non-ATPase subunits, and a lid, which contains up to 10 non-ATPase subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway.  An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes one of the ATPase subunits, a member of the triple-A family of ATPases which have a chaperone-like activity. This subunit and a 20S core alpha subunit interact specifically with the hepatitis B virus X protein, a protein critical to viral replication. This subunit also interacts with the adenovirus E1A protein and this interaction alters the activity of the proteasome. Finally, this subunit interacts with ataxin-7, suggesting a role for the proteasome in the development of spinocerebellar ataxia type 7, a progressive neurodegenerative disorder. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000174306.21|ZHX3	130	700.379610	3287.163551	2586.783941	unknown	This gene encodes a member of the zinc fingers and homeoboxes (ZHX) gene family. The encoded protein contains two C2H2-type zinc fingers and five homeodomains and forms a dimer with itself or with zinc fingers and homeoboxes family member 1. In the nucleus, the dimerized protein interacts with the A subunit of the ubiquitous transcription factor nuclear factor-Y and may function as a transcriptional repressor. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000168038.11|ULK4	131	696.300866	2849.195650	2152.894785	unknown	This gene encodes a member of the unc-51-like serine/threonine kinase (STK) family. Members of this protein family play a role in neuronal growth and endocytosis. The encoded protein is likely involved in neurite branching, neurite elongation and neuronal migration. Genome-wide association studies (GWAS) indicate an association of variations in this gene with blood pressure and hypertension. Sequence variations in this gene may also be be associated with psychiatric disorders, including schizophrenia and bipolar disorder. Pseudogenes associated with this gene have been identified and are located on chromosome 15. [provided by RefSeq, Jul 2016].	non_cancer
ENSG00000117758.14|STX12	132	686.652818	3473.236284	2786.583466	unknown	Predicted to enable SNAP receptor activity and SNARE binding activity. Involved in autophagosome assembly; cholesterol efflux; and protein stabilization. Located in several cellular components, including membrane raft; phagocytic vesicle; and phagophore assembly site. Part of SNARE complex. Colocalizes with BLOC-1 complex. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000131370.16|SH3BP5	133	683.846862	2613.980508	1930.133645	unknown	Enables guanyl-nucleotide exchange factor activity and protein kinase inhibitor activity. Acts upstream of or within intracellular signal transduction. Located in cytoplasmic vesicle membrane and nuclear body. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000108187.16|PBLD	134	682.220760	2831.701260	2149.480501	unknown	Enables identical protein binding activity. Involved in maintenance of gastrointestinal epithelium; negative regulation of SMAD protein signal transduction; and negative regulation of transforming growth factor beta receptor signaling pathway. Located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000144909.8|OSBPL11	135	673.610368	3685.279145	3011.668776	unknown	This gene encodes a member of the oxysterol-binding protein (OSBP) family, a group of intracellular lipid receptors. Like most members, the encoded protein contains an N-terminal pleckstrin homology domain and a highly conserved C-terminal OSBP-like sterol-binding domain. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000172081.14|MOB3A	136	671.679067	2507.723557	1836.044490	unknown	Predicted to enable metal ion binding activity. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000198898.14|CAPZA2	137	666.450881	3537.406260	2870.955379	unknown	The protein encoded by this gene is a member of the F-actin capping protein alpha subunit family. It is the alpha subunit of the barbed-end actin binding protein Cap Z. By capping the barbed end of actin filaments, Cap Z regulates the growth of the actin filaments at the barbed end. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000124249.7|KCNK15	138	660.471707	2438.390116	1777.918409	unknown	This gene encodes one of the members of the superfamily of potassium channel proteins containing two pore-forming P domains. The product of this gene has not been shown to be a functional channel, however, it may require other non-pore-forming proteins for activity. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000157514.16|TSC22D3	139	644.859028	2126.990555	1482.131528	unknown	This gene encodes the anti-inflammatory protein glucocorticoid (GC)-induced leucine zipper. Expression of this gene stimulated by glucocorticoids and interleukin 10 and it appears to play a key role in the anti-inflammatory and immunosuppressive effects of this steroid. This protein has also been shown to inhibit pro-inflammatory molecules including nuclear factor &#954;B. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jan 2016].	non_cancer
ENSG00000168291.13|PDHB	140	643.814542	2785.135082	2141.320541	unknown	The pyruvate dehydrogenase (PDH) complex is a nuclear-encoded mitochondrial multienzyme complex that catalyzes the overall conversion of pyruvate to acetyl-CoA and carbon dioxide, and provides the primary link between glycolysis and the tricarboxylic acid (TCA) cycle. The PDH complex is composed of multiple copies of three enzymatic components: pyruvate dehydrogenase (E1), dihydrolipoamide acetyltransferase (E2) and lipoamide dehydrogenase (E3). The E1 enzyme is a heterotetramer of two alpha and two beta subunits. This gene encodes the E1 beta subunit. Mutations in this gene are associated with pyruvate dehydrogenase E1-beta deficiency. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Mar 2012].	non_cancer
ENSG00000182700.5|IGIP	141	641.094086	3366.249282	2725.155195	unknown	Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000262655.4|SPON1	142	635.979871	2567.724915	1931.745044	unknown	Predicted to be an extracellular matrix structural constituent. Predicted to be involved in cell adhesion. Predicted to act upstream of or within positive regulation of protein binding activity; positive regulation of protein processing; and regulation of amyloid precursor protein catabolic process. Located in extracellular space. Colocalizes with collagen-containing extracellular matrix. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000144746.7|ARL6IP5	143	628.564709	2779.338505	2150.773795	unknown	Expression of this gene is affected by vitamin A. The encoded protein of this gene may be associated with the cytoskeleton. A similar protein in rats may play a role in the regulation of cell differentiation. The rat protein binds and inhibits the cell membrane glutamate transporter EAAC1. The expression of the rat gene is upregulated by retinoic acid, which results in a specific reduction in EAAC1-mediated glutamate transport. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000107798.18|LIPA	144	626.270169	2952.190915	2325.920746	unknown	This gene encodes lipase A, the lysosomal acid lipase (also known as cholesterol ester hydrolase). This enzyme functions in the lysosome to catalyze the hydrolysis of cholesteryl esters and triglycerides. Mutations in this gene can result in Wolman disease and cholesteryl ester storage disease. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jan 2014].	non_cancer
ENSG00000079337.16|RAPGEF3	145	623.129885	2684.044868	2060.914983	unknown	Enables guanyl-nucleotide exchange factor activity and protein domain specific binding activity. Involved in several processes, including positive regulation of protein modification process; regulation of actin cytoskeleton organization; and regulation of syncytium formation by plasma membrane fusion. Located in filopodium; lamellipodium; and microvillus. Colocalizes with cortical actin cytoskeleton and plasma membrane. Biomarker of congestive heart failure. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000138135.7|CH25H	146	620.075396	1940.195386	1320.119990	unknown	This is an intronless gene that is involved in cholesterol and lipid metabolism. The encoded protein is a membrane protein and contains clusters of histidine residues essential for catalytic activity. Unlike most other sterol hydroxylases, this enzyme is a member of a small family of enzymes that utilize diiron cofactors to catalyze the hydroxylation of hydrophobic substrates. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000183597.16|TANGO2	147	619.416592	2746.193537	2126.776944	unknown	This gene belongs to the transport and Golgi organization family, whose members are predicted to play roles in secretory protein loading in the endoplasmic reticulum. Depletion of this gene in Drosophila S2 cells causes fusion of the Golgi with the ER. In mouse tissue culture cells, this protein co-localizes with a mitochondrially targeted mCherry protein and displays very low levels of co-localization with Golgi and peroxisomes. Allelic variants of this gene are associated with rhabdomyolysis, metabolic crises with encephalopathy, and cardiac arrhythmia. [provided by RefSeq, Apr 2016].	non_cancer
ENSG00000143951.16|WDPCP	148	616.715327	3422.343642	2805.628315	unknown	This gene encodes a cytoplasmic WD40 repeat protein. A similar gene in frogs encodes a planar cell polarity protein that plays a critical role in collective cell movement and ciliogenesis by mediating septin localization. Mutations in this gene are associated with Bardet-Biedl syndrome 15 and may also play a role in Meckel-Gruber syndrome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2014].	non_cancer
ENSG00000124067.17|SLC12A4	149	615.607322	2754.516358	2138.909036	unknown	This gene encodes a member of the SLC12A transporter family. The encoded protein mediates the coupled movement of potassium and chloride ions across the plasma membrane. This gene is expressed ubiquitously. Multiple alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jan 2013].	non_cancer
ENSG00000157823.17|AP3S2	150	614.289776	3000.836053	2386.546276	unknown	Predicted to be involved in anterograde synaptic vesicle transport and vesicle-mediated transport. Located in intracellular membrane-bounded organelle. Part of AP-3 adaptor complex. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000176971.4|FIBIN	151	612.337267	2125.109511	1512.772244	unknown	Predicted to enable protein homodimerization activity. Predicted to act upstream of or within protein kinase C signaling; response to dexamethasone; and response to manganese ion. Predicted to be located in Golgi apparatus; endoplasmic reticulum; and extracellular region. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000196369.11|SRGAP2B	152	611.847588	3307.432664	2695.585076	unknown	This locus encodes a member of the SLIT-ROBO Rho GTPase activating protein family. This human-specific locus resulted from incomplete segmental duplication of the SLIT-ROBO Rho GTPase activating protein 2 locus. The encoded protein lacks the GTPase activating protein domain compared to proteins encoded by SLIT-ROBO Rho GTPase activating protein 2. The functionality of the protein encoded by this locus has been questioned, as several normal individuals with homozygous deletions for this locus have been identified, and the expression of this locus appears to be much lower than the similar SLIT-ROBO Rho GTPase activating protein 2C (SRGAP2C) locus. The SRGAP2C locus has been shown to encode a protein that functions antagonistically to SLIT-ROBO Rho GTPase activating protein 2 in cortical neuron development. [provided by RefSeq, Dec 2012].	non_cancer
ENSG00000120332.16|TNN	153	609.045017	2340.916722	1731.871705	unknown	Predicted to enable integrin binding activity. Predicted to be involved in several processes, including generation of neurons; negative regulation of canonical Wnt signaling pathway involved in osteoblast differentiation; and negative regulation of osteoblast differentiation. Predicted to act upstream of or within axonogenesis. Predicted to be located in extracellular matrix and neuron projection. Predicted to be active in collagen-containing extracellular matrix and extracellular space. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000013288.9|MAN2B2	154	607.073359	3191.274823	2584.201464	unknown	Predicted to enable alpha-mannosidase activity. Predicted to be involved in mannose metabolic process. Located in extracellular exosome. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000179820.16|MYADM	155	603.065987	2402.927751	1799.861764	unknown	Involved in several processes, including negative regulation of heterotypic cell-cell adhesion; negative regulation of macromolecule metabolic process; and negative regulation of protein kinase C signaling. Located in several cellular components, including cortical actin cytoskeleton; membrane raft; and ruffle. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000187193.9|MT1X	156	599.895209	1750.540725	1150.645516	unknown	Predicted to enable copper ion binding activity and zinc ion binding activity. Involved in cellular response to cadmium ion; cellular response to erythropoietin; and cellular response to zinc ion. Located in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000122694.16|GLIPR2	157	596.534712	2471.323340	1874.788628	unknown	Enables protein homodimerization activity. Involved in positive regulation of ERK1 and ERK2 cascade; positive regulation of epithelial cell migration; and positive regulation of epithelial to mesenchymal transition. Located in Golgi membrane. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000108219.15|TSPAN14	158	586.770822	2402.178464	1815.407643	unknown	Enables enzyme binding activity. Involved in positive regulation of Notch signaling pathway; protein localization to plasma membrane; and protein maturation. Located in plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000023228.14|NDUFS1	159	581.675588	3575.759621	2994.084033	unknown	The protein encoded by this gene belongs to the complex I 75 kDa subunit family. Mammalian complex I is composed of 45 different subunits. It locates at the mitochondrial inner membrane. This protein has NADH dehydrogenase activity and oxidoreductase activity. It transfers electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. This protein is the largest subunit of complex I and it is a component of the iron-sulfur (IP) fragment of the enzyme. It may form part of the active site crevice where NADH is oxidized. Mutations in this gene are associated with complex I deficiency. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2011].	non_cancer
ENSG00000146416.19|AIG1	160	580.888378	2063.108299	1482.219921	unknown	Enables hydrolase activity. Involved in long-chain fatty acid catabolic process. Located in membrane. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000175309.15|PHYKPL	161	580.050178	2725.634424	2145.584246	unknown	This is a nuclear gene encoding a mitochondrial enzyme that catalyzes the conversion of 5-phosphonooxy-L-lysine to ammonia, inorganic phosphate, and 2-aminoadipate semialdehyde. Mutations in this gene may cause phosphohydroxylysinuria. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2013].	non_cancer
ENSG00000241878.11|PISD	162	579.547326	2336.305407	1756.758081	unknown	The protein encoded by this gene catalyzes the conversion of phosphatidylserine to phosphatidylethanolamine in the inner mitochondrial membrane. The encoded protein is active in phospholipid metabolism and interorganelle trafficking of phosphatidylserine. [provided by RefSeq, May 2016].	non_cancer
ENSG00000204136.11|GGTA1	163	568.729948	2022.629070	1453.899122	unknown	Alpha-1,3-galactosyltransferase (GGTA1) is an enzyme present in most mammals except man, apes, and Old World monkeys. This gene is thought to encode a truncated, non-enzymatic form of the GGTA1 protein that lacks the C-terminal catalytic domain. Aberrant expression of the GGTA1 protein in man can lead to autoimmune diseases and sometimes germ cell tumors. [provided by RefSeq, May 2020].	non_cancer
ENSG00000117525.14|F3	164	566.954279	2025.679538	1458.725259	unknown	This gene encodes coagulation factor III which is a cell surface glycoprotein. This factor enables cells to initiate the blood coagulation cascades, and it functions as the high-affinity receptor for the coagulation factor VII. The resulting complex provides a catalytic event that is responsible for initiation of the coagulation protease cascades by specific limited proteolysis. Unlike the other cofactors of these protease cascades, which circulate as nonfunctional precursors, this factor is a potent initiator that is fully functional when expressed on cell surfaces, for example, on monocytes. There are 3 distinct domains of this factor: extracellular, transmembrane, and cytoplasmic. Platelets and monocytes have been shown to express this coagulation factor under procoagulatory and proinflammatory stimuli, and a major role in HIV-associated coagulopathy has been described. Platelet-dependent monocyte expression of coagulation factor III has been described to be associated with Coronavirus Disease 2019 (COVID-19) severity and mortality. This protein is the only one in the coagulation pathway for which a congenital deficiency has not been described. Alternate splicing results in multiple transcript variants.[provided by RefSeq, Aug 2020].	non_cancer
ENSG00000130766.5|SESN2	165	565.238839	2255.050646	1689.811808	unknown	This gene encodes a member of the sestrin family of PA26-related proteins. The encoded protein may function in the regulation of cell growth and survival. This protein may be involved in cellular response to different stress conditions. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000163909.8|HEYL	166	556.646523	2480.799278	1924.152755	unknown	This gene encodes a member of the hairy and enhancer of split-related (HESR) family of basic helix-loop-helix (bHLH)-type transcription factors. The sequence of the encoded protein contains a conserved bHLH and orange domain, but its YRPW motif has diverged from other HESR family members. It is thought to be an effector of Notch signaling and a regulator of cell fate decisions. Alternatively spliced transcript variants have been found, but their biological validity has not been determined. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000008256.16|CYTH3	167	552.512447	2669.359222	2116.846775	unknown	This gene encodes a member of the PSCD (pleckstrin homology, Sec7 and coiled-coil domains) family. PSCD family members have identical structural organization that consists of an N-terminal coiled-coil motif, a central Sec7 domain, and a C-terminal pleckstrin homology (PH) domain. The coiled-coil motif is involved in homodimerization, the Sec7 domain contains guanine-nucleotide exchange protein (GEP) activity, and the PH domain interacts with phospholipids and is responsible for association of PSCDs with membranes. Members of this family appear to mediate the regulation of protein sorting and membrane trafficking. This encoded protein is involved in the control of Golgi structure and function, and it may have a physiological role in regulating ADP-ribosylation factor protein 6 (ARF) functions, in addition to acting on ARF1. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000183576.13|SETD3	168	551.055359	2888.268472	2337.213113	unknown	Enables protein-L-histidine N-tele-methyltransferase activity. Involved in actin modification and peptidyl-histidine methylation. Located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000107186.17|MPDZ	169	545.629119	3709.208946	3163.579826	unknown	The protein encoded by this gene has multiple PDZ domains, which are hallmarks of protein-protein interactions. The encoded protein is known to interact with the HTR2C receptor and may cause it to clump at the cell surface. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2015].	non_cancer
ENSG00000145536.15|ADAMTS16	170	542.017382	2079.234398	1537.217016	unknown	This gene encodes a member of the ADAMTS (a disintegrin and metalloproteinase with thrombospondin motifs) protein family. ADAMTS family members share several distinct protein modules, including a propeptide region, a metalloproteinase domain, a disintegrin-like domain, and a thrombospondin type 1 (TS) motif. Individual members of this family differ in the number of C-terminal TS motifs, and some have unique C-terminal domains. The encoded preproprotein is proteolytically processed to generate the mature protein, which may inhibit chondrosarcoma cell proliferation and migration. This gene may regulate blood pressure. [provided by RefSeq, May 2016].	non_cancer
ENSG00000197226.13|TBC1D9B	171	541.554429	3338.345708	2796.791280	unknown	Predicted to enable GTPase activator activity. Predicted to be involved in activation of GTPase activity and intracellular protein transport. Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000125319.15|HROB	172	541.554200	2004.507056	1462.952856	unknown	Predicted to enable single-stranded DNA binding activity. Involved in DNA synthesis involved in DNA repair and interstrand cross-link repair. Located in site of DNA damage. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000126368.6|NR1D1	173	536.667726	1875.292013	1338.624287	unknown	This gene encodes a transcription factor that is a member of the nuclear receptor subfamily 1. The encoded protein is a ligand-sensitive transcription factor that negatively regulates the expression of core clock proteins. In particular this protein represses the circadian clock transcription factor aryl hydrocarbon receptor nuclear translocator-like protein 1 (ARNTL). This protein may also be involved in regulating genes that function in metabolic, inflammatory and cardiovascular processes. [provided by RefSeq, Jan 2013].	non_cancer
ENSG00000278540.5|ACACA	174	535.152006	2878.269939	2343.117933	unknown	Acetyl-CoA carboxylase (ACC) is a complex multifunctional enzyme system. ACC is a biotin-containing enzyme which catalyzes the carboxylation of acetyl-CoA to malonyl-CoA, the rate-limiting step in fatty acid synthesis. There are two ACC forms, alpha and beta, encoded by two different genes. ACC-alpha is highly enriched in lipogenic tissues. The enzyme is under long term control at the transcriptional and translational levels and under short term regulation by the phosphorylation/dephosphorylation of targeted serine residues and by allosteric transformation by citrate or palmitoyl-CoA. Multiple alternatively spliced transcript variants divergent in the 5' sequence and encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000172061.9|LRRC15	175	531.910665	2276.327761	1744.417096	unknown	Enables collagen binding activity; fibronectin binding activity; and laminin binding activity. Involved in negative regulation of protein localization to plasma membrane; positive regulation of cell migration; and receptor-mediated virion attachment to host cell. Located in extracellular exosome. Colocalizes with collagen-containing extracellular matrix. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000023330.15|ALAS1	176	527.808854	2247.286283	1719.477429	unknown	This gene encodes the mitochondrial enzyme which is catalyzes the rate-limiting step in heme (iron-protoporphyrin) biosynthesis. The enzyme encoded by this gene is the housekeeping enzyme; a separate gene encodes a form of the enzyme that is specific for erythroid tissue. The level of the mature encoded protein is regulated by heme: high levels of heme down-regulate the mature enzyme in mitochondria while low heme levels up-regulate. A pseudogene of this gene is located on chromosome 12. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jan 2015].	non_cancer
ENSG00000225968.7|ELFN1	177	524.371189	2111.960701	1587.589512	unknown	Predicted to enable protein phosphatase inhibitor activity. Predicted to be involved in synapse organization. Predicted to be located in dendrite and excitatory synapse. Predicted to be active in extracellular matrix and extracellular space. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000151413.17|NUBPL	178	523.987387	3516.115914	2992.128527	unknown	This gene encodes a member of the Mrp/NBP35 ATP-binding proteins family. The encoded protein is required for the assembly of the respiratory chain NADH dehydrogenase (complex I), an oligomeric enzymatic complex located in the inner mitochondrial membrane. Mutations in this gene cause mitochondrial complex I deficiency. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2014].	non_cancer
ENSG00000103489.12|XYLT1	179	523.682406	2853.011632	2329.329227	unknown	This locus encodes a xylosyltransferase enzyme. The encoded protein catalyzes transfer of UDP-xylose to serine residues of an acceptor protein substrate. This transfer reaction is necessary for biosynthesis of glycosaminoglycan chains. Mutations in this gene have been associated with increased severity of pseudoxanthoma elasticum.[provided by RefSeq, Nov 2009].	non_cancer
ENSG00000168032.10|ENTPD3	180	522.671154	1936.332487	1413.661332	unknown	This gene encodes a plasma membrane-bound divalent cation-dependent E-type nucleotidase. The encoded protein is involved in the regulation of extracellular levels of ATP by hydrolysis of it and other nucleotides. Multiple transcript variants have been described. [provided by RefSeq, May 2014].	non_cancer
ENSG00000116774.12|OLFML3	181	522.055652	2180.836870	1658.781218	unknown	This gene encodes a member of the olfactomedin-like gene family which also includes genes encoding noelin, tiarin, myocilin, amassin, optimedin, photomedin, and latrophilin. The encoded protein is a secreted extracellular matrix glycoprotein with a C-terminal olfactomedin domain that facilitates protein-protein interactions, cell adhesion, and intercellular interactions. It serves as both a scaffold protein that recruits bone morphogenetic protein 1 to its substrate chordin, and as a vascular tissue remodeler with pro-angiogenic properties. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2017].	non_cancer
ENSG00000100336.17|APOL4	182	521.835977	1685.328796	1163.492819	unknown	This gene encodes a member of the apolipoprotein L family. The encoded protein may play a role in lipid exchange and transport throughout the body, as well as in reverse cholesterol transport from peripheral cells to the liver. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2020].	non_cancer
ENSG00000162711.18|NLRP3	183	521.532559	2504.955970	1983.423411	unknown	This gene encodes a pyrin-like protein containing a pyrin domain, a nucleotide-binding site (NBS) domain, and a leucine-rich repeat (LRR) motif. This protein interacts with the apoptosis-associated speck-like protein PYCARD/ASC, which contains a caspase recruitment domain, and is a member of the NLRP3 inflammasome complex. This complex functions as an upstream activator of NF-kappaB signaling, and it plays a role in the regulation of inflammation, the immune response, and apoptosis. The SARS-CoV 3a protein, a transmembrane pore-forming viroporin, has been shown to activate the NLRP3 inflammasome via the formation of ion channels in macrophages. Mutations in this gene are associated with familial cold autoinflammatory syndrome (FCAS), Muckle-Wells syndrome (MWS), chronic infantile neurological cutaneous and articular (CINCA) syndrome, neonatal-onset multisystem inflammatory disease (NOMID), keratoendotheliitis fugax hereditarian, and deafness, autosomal dominant 34, with or without inflammation. Multiple alternatively spliced transcript variants encoding distinct isoforms have been identified for this gene. Alternative 5' UTR structures are suggested by available data; however, insufficient evidence is available to determine if all of the represented 5' UTR splice patterns are biologically valid. [provided by RefSeq, Aug 2020].	non_cancer
ENSG00000112276.14|BVES	184	517.311223	2681.662931	2164.351708	unknown	not found	non_cancer
ENSG00000167601.12|AXL	185	514.559271	2919.073941	2404.514670	unknown	The protein encoded by this gene is a member of the Tyro3-Axl-Mer (TAM) receptor tyrosine kinase subfamily. The encoded protein possesses an extracellular domain which is composed of two immunoglobulin-like motifs at the N-terminal, followed by two fibronectin type-III motifs. It transduces signals from the extracellular matrix into the cytoplasm by binding to the vitamin K-dependent protein growth arrest-specific 6 (Gas6). This gene may be involved in several cellular functions including growth, migration, aggregation and anti-inflammation in multiple cell types. The encoded protein acts as a host cell receptor for multiple viruses, including Marburg, Ebola and Lassa viruses and is a candidate receptor for the SARS-CoV2 virus. [provided by RefSeq, Sep 2021].	non_cancer
ENSG00000047648.23|ARHGAP6	186	513.613371	2902.886222	2389.272851	unknown	This gene encodes a member of the rhoGAP family of proteins which play a role in the regulation of actin polymerization at the plasma membrane during several cellular processes. This protein is thought to have two independent functions, one as a GTPase-activating protein with specificity for RhoA, and another as a cytoskeletal protein that promotes actin remodeling. Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000196502.12|SULT1A1	187	513.027126	2164.456706	1651.429579	unknown	Sulfotransferase enzymes catalyze the sulfate conjugation of many hormones, neurotransmitters, drugs, and xenobiotic compounds. These cytosolic enzymes are different in their tissue distributions and substrate specificities. The gene structure (number and length of exons) is similar among family members. This gene encodes one of two phenol sulfotransferases with thermostable enzyme activity.  Multiple alternatively spliced variants that encode two isoforms have been identified for this gene. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000121281.13|ADCY7	188	510.799791	2796.763165	2285.963374	unknown	This gene encodes a membrane-bound adenylate cyclase that catalyses the formation of cyclic AMP from ATP and is inhibitable by calcium. The product of this gene is a member of the adenylyl cyclase class-4/guanylyl cyclase enzyme family that is characterized by the presence of twelve membrane-spanning domains in its sequences. Several transcript variants have been observed for this gene, but the full-length natures of only two have been determined so far. [provided by RefSeq, Oct 2013].	non_cancer
ENSG00000164056.11|SPRY1	189	509.897435	2460.594779	1950.697345	unknown	Involved in negative regulation of fibroblast growth factor receptor signaling pathway. Located in Golgi apparatus; cytosol; and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000168803.16|ADAL	190	506.437033	3340.390178	2833.953145	unknown	not found	non_cancer
ENSG00000140740.11|UQCRC2	191	504.924887	2853.049009	2348.124122	unknown	The protein encoded by this gene is located in the mitochondrion, where it is part of the ubiquinol-cytochrome c reductase complex (also known as complex III). This complex constitutes a part of the mitochondrial respiratory chain. Defects in this gene are a cause of mitochondrial complex III deficiency nuclear type 5. [provided by RefSeq, Jul 2015].	non_cancer
